geneSymbol	doid_code	doid_name	geneId	count	pubmeds_max	score_max	score_mean	associationType	source
ARNT	DOID:14330	Parkinson's disease	405	1	1	0.002317068	0.002317068	GeneticVariation	GAD
B2M	DOID:14330	Parkinson's disease	567	1	1	0.002317068	0.002317068	GeneticVariation	GAD
BAD	DOID:14330	Parkinson's disease	572	1	1	0.002317068	0.002317068	GeneticVariation	GAD
BAX	DOID:14330	Parkinson's disease	581	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CFB	DOID:14330	Parkinson's disease	629	1	1	0.002317068	0.002317068	GeneticVariation	GAD
BMP4	DOID:14330	Parkinson's disease	652	1	1	0.002317068	0.002317068	GeneticVariation	GAD
C3	DOID:14330	Parkinson's disease	718	1	1	0.002317068	0.002317068	GeneticVariation	GAD
C9	DOID:14330	Parkinson's disease	735	1	0	0.002317068	0.002317068	GeneticVariation	GAD
LDLRAD4	DOID:14330	Parkinson's disease	753	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CAPN2	DOID:14330	Parkinson's disease	824	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CBS	DOID:14330	Parkinson's disease	875	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CD14	DOID:14330	Parkinson's disease	929	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CDC42	DOID:14330	Parkinson's disease	998	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CDH8	DOID:14330	Parkinson's disease	1006	1	0	0.002317068	0.002317068	GeneticVariation	GAD
CENPC	DOID:14330	Parkinson's disease	1060	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CHI3L2	DOID:14330	Parkinson's disease	1117	1	0	0.002317068	0.002317068	GeneticVariation	GAD
COL2A1	DOID:14330	Parkinson's disease	1280	1	0	0.002317068	0.002317068	GeneticVariation	GAD
COL4A1	DOID:14330	Parkinson's disease	1282	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CR2	DOID:14330	Parkinson's disease	1380	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CREM	DOID:14330	Parkinson's disease	1390	1	0	0.002317068	0.002317068	GeneticVariation	GAD
CRHBP	DOID:14330	Parkinson's disease	1393	1	0	0.002317068	0.002317068	GeneticVariation	GAD
CRYZ	DOID:14330	Parkinson's disease	1429	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CSF1R	DOID:14330	Parkinson's disease	1436	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CST3	DOID:14330	Parkinson's disease	1471	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CTSD	DOID:14330	Parkinson's disease	1509	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CYP1A1	DOID:14330	Parkinson's disease	1543	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CYP17A1	DOID:14330	Parkinson's disease	1586	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CYP19A1	DOID:14330	Parkinson's disease	1588	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CYP27A1	DOID:14330	Parkinson's disease	1593	1	1	0.002317068	0.002317068	GeneticVariation	GAD
DCC	DOID:14330	Parkinson's disease	1630	1	1	0.002317068	0.002317068	GeneticVariation	GAD
DECR1	DOID:14330	Parkinson's disease	1666	1	1	0.002317068	0.002317068	GeneticVariation	GAD
DLG2	DOID:14330	Parkinson's disease	1740	1	1	0.002317068	0.002317068	GeneticVariation	GAD
DRD5	DOID:14330	Parkinson's disease	1816	1	1	0.002317068	0.002317068	GeneticVariation	GAD
DSG3	DOID:14330	Parkinson's disease	1830	1	1	0.002317068	0.002317068	GeneticVariation	GAD
EFNA5	DOID:14330	Parkinson's disease	1946	1	1	0.002317068	0.002317068	GeneticVariation	GAD
EN1	DOID:14330	Parkinson's disease	2019	1	1	0.002317068	0.002317068	GeneticVariation	GAD
EN2	DOID:14330	Parkinson's disease	2020	1	1	0.002317068	0.002317068	GeneticVariation	GAD
EPHA4	DOID:14330	Parkinson's disease	2043	1	1	0.002317068	0.002317068	GeneticVariation	GAD
EPHB1	DOID:14330	Parkinson's disease	2047	1	1	0.002317068	0.002317068	GeneticVariation	GAD
EPHB2	DOID:14330	Parkinson's disease	2048	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ETV6	DOID:14330	Parkinson's disease	2120	1	0	0.002317068	0.002317068	GeneticVariation	GAD
EXT1	DOID:14330	Parkinson's disease	2131	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FBN1	DOID:14330	Parkinson's disease	2200	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FCER2	DOID:14330	Parkinson's disease	2208	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FDFT1	DOID:14330	Parkinson's disease	2222	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FGF12	DOID:14330	Parkinson's disease	2257	1	0	0.002317068	0.002317068	GeneticVariation	GAD
FOSL2	DOID:14330	Parkinson's disease	2355	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FUT2	DOID:14330	Parkinson's disease	2524	1	1	0.002317068	0.002317068	GeneticVariation	GAD
GC	DOID:14330	Parkinson's disease	2638	1	1	0.002317068	0.002317068	GeneticVariation	GAD
GNAI3	DOID:14330	Parkinson's disease	2773	1	1	0.002317068	0.002317068	GeneticVariation	GAD
GRIN1	DOID:14330	Parkinson's disease	2902	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HIST1H1C	DOID:14330	Parkinson's disease	3006	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CFH	DOID:14330	Parkinson's disease	3075	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HIVEP2	DOID:14330	Parkinson's disease	3097	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HLA-DQA1	DOID:14330	Parkinson's disease	3117	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HNRNPU	DOID:14330	Parkinson's disease	3192	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HRH1	DOID:14330	Parkinson's disease	3269	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HSPA1B	DOID:14330	Parkinson's disease	3304	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HSPA1L	DOID:14330	Parkinson's disease	3305	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HSPA5	DOID:14330	Parkinson's disease	3309	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HSP90AA4P	DOID:14330	Parkinson's disease	3323	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HTR2C	DOID:14330	Parkinson's disease	3358	1	1	0.002317068	0.002317068	GeneticVariation	GAD
IRF8	DOID:14330	Parkinson's disease	3394	1	1	0.002317068	0.002317068	GeneticVariation	GAD
IL1RN	DOID:14330	Parkinson's disease	3557	1	1	0.002317068	0.002317068	GeneticVariation	GAD
IL2	DOID:14330	Parkinson's disease	3558	1	1	0.002317068	0.002317068	GeneticVariation	GAD
IL2RB	DOID:14330	Parkinson's disease	3560	1	1	0.002317068	0.002317068	GeneticVariation	GAD
IL4	DOID:14330	Parkinson's disease	3565	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ITGAL	DOID:14330	Parkinson's disease	3683	1	0	0.002317068	0.002317068	GeneticVariation	GAD
ITGB2	DOID:14330	Parkinson's disease	3689	1	1	0.002317068	0.002317068	GeneticVariation	GAD
LAMP1	DOID:14330	Parkinson's disease	3916	1	0	0.002317068	0.002317068	GeneticVariation	GAD
VWA5A	DOID:14330	Parkinson's disease	4013	1	1	0.002317068	0.002317068	GeneticVariation	GAD
LTBP1	DOID:14330	Parkinson's disease	4052	1	0	0.002317068	0.002317068	GeneticVariation	GAD
MBL2	DOID:14330	Parkinson's disease	4153	1	1	0.002317068	0.002317068	GeneticVariation	GAD
MC1R	DOID:14330	Parkinson's disease	4157	1	1	0.002317068	0.002317068	GeneticVariation	GAD
MGAT5	DOID:14330	Parkinson's disease	4249	1	1	0.002317068	0.002317068	GeneticVariation	GAD
MMP1	DOID:14330	Parkinson's disease	4312	1	1	0.002317068	0.002317068	GeneticVariation	GAD
MMP3	DOID:14330	Parkinson's disease	4314	1	1	0.002317068	0.002317068	GeneticVariation	GAD
MSX1	DOID:14330	Parkinson's disease	4487	1	1	0.002317068	0.002317068	GeneticVariation	GAD
MT1F	DOID:14330	Parkinson's disease	4494	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ATP8	DOID:14330	Parkinson's disease	4509	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNC	DOID:14330	Parkinson's disease	4511	1	1	0.002317068	0.002317068	GeneticVariation	GAD
COX3	DOID:14330	Parkinson's disease	4514	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CYTB	DOID:14330	Parkinson's disease	4519	1	1	0.002317068	0.002317068	GeneticVariation	GAD
MTHFD1	DOID:14330	Parkinson's disease	4522	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ND4L	DOID:14330	Parkinson's disease	4539	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ND6	DOID:14330	Parkinson's disease	4541	1	1	0.002317068	0.002317068	GeneticVariation	GAD
RNR1	DOID:14330	Parkinson's disease	4549	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNA	DOID:14330	Parkinson's disease	4553	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNF	DOID:14330	Parkinson's disease	4558	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNG	DOID:14330	Parkinson's disease	4563	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNH	DOID:14330	Parkinson's disease	4564	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNK	DOID:14330	Parkinson's disease	4566	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNL1	DOID:14330	Parkinson's disease	4567	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNL2	DOID:14330	Parkinson's disease	4568	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNM	DOID:14330	Parkinson's disease	4569	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNN	DOID:14330	Parkinson's disease	4570	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNP	DOID:14330	Parkinson's disease	4571	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNQ	DOID:14330	Parkinson's disease	4572	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNR	DOID:14330	Parkinson's disease	4573	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNS1	DOID:14330	Parkinson's disease	4574	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNS2	DOID:14330	Parkinson's disease	4575	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNV	DOID:14330	Parkinson's disease	4577	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNW	DOID:14330	Parkinson's disease	4578	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRNY	DOID:14330	Parkinson's disease	4579	1	1	0.002317068	0.002317068	GeneticVariation	GAD
NBN	DOID:14330	Parkinson's disease	4683	1	1	0.002317068	0.002317068	GeneticVariation	GAD
NDUFS4	DOID:14330	Parkinson's disease	4724	1	1	0.002317068	0.002317068	GeneticVariation	GAD
NEFM	DOID:14330	Parkinson's disease	4741	1	1	0.002317068	0.002317068	GeneticVariation	GAD
NFE2L2	DOID:14330	Parkinson's disease	4780	1	1	0.002317068	0.002317068	GeneticVariation	GAD
NOS3	DOID:14330	Parkinson's disease	4846	1	1	0.002317068	0.002317068	GeneticVariation	GAD
OTX2	DOID:14330	Parkinson's disease	5015	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PAK1	DOID:14330	Parkinson's disease	5058	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PAX7	DOID:14330	Parkinson's disease	5081	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CDK17	DOID:14330	Parkinson's disease	5128	1	0	0.002317068	0.002317068	GeneticVariation	GAD
PITX2	DOID:14330	Parkinson's disease	5308	1	0	0.002317068	0.002317068	GeneticVariation	GAD
PLCB4	DOID:14330	Parkinson's disease	5332	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PLXNA2	DOID:14330	Parkinson's disease	5362	1	1	0.002317068	0.002317068	GeneticVariation	GAD
POMC	DOID:14330	Parkinson's disease	5443	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PPEF1	DOID:14330	Parkinson's disease	5475	1	0	0.002317068	0.002317068	GeneticVariation	GAD
PPP3CA	DOID:14330	Parkinson's disease	5530	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PTPRR	DOID:14330	Parkinson's disease	5801	1	1	0.002317068	0.002317068	GeneticVariation	GAD
RAC2	DOID:14330	Parkinson's disease	5880	1	1	0.002317068	0.002317068	GeneticVariation	GAD
RNR2	DOID:14330	Parkinson's disease	6053	1	1	0.002317068	0.002317068	GeneticVariation	GAD
RREB1	DOID:14330	Parkinson's disease	6239	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ATXN1	DOID:14330	Parkinson's disease	6310	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SCN2A	DOID:14330	Parkinson's disease	6326	1	0	0.002317068	0.002317068	GeneticVariation	GAD
SCNN1A	DOID:14330	Parkinson's disease	6337	1	0	0.002317068	0.002317068	GeneticVariation	GAD
SH3GL2	DOID:14330	Parkinson's disease	6456	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SHH	DOID:14330	Parkinson's disease	6469	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SLIT3	DOID:14330	Parkinson's disease	6586	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SOX3	DOID:14330	Parkinson's disease	6658	1	0	0.002317068	0.002317068	GeneticVariation	GAD
SOX11	DOID:14330	Parkinson's disease	6664	1	0	0.002317068	0.002317068	GeneticVariation	GAD
SYN1	DOID:14330	Parkinson's disease	6853	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TCF12	DOID:14330	Parkinson's disease	6938	1	0	0.002317068	0.002317068	GeneticVariation	GAD
TFPI	DOID:14330	Parkinson's disease	7035	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TLR4	DOID:14330	Parkinson's disease	7099	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TNFRSF1A	DOID:14330	Parkinson's disease	7132	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PRDM2	DOID:14330	Parkinson's disease	7799	1	1	0.002317068	0.002317068	GeneticVariation	GAD
AXIN1	DOID:14330	Parkinson's disease	8312	1	0	0.002317068	0.002317068	GeneticVariation	GAD
CUL2	DOID:14330	Parkinson's disease	8453	1	0	0.002317068	0.002317068	GeneticVariation	GAD
ITGA8	DOID:14330	Parkinson's disease	8516	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PDXK	DOID:14330	Parkinson's disease	8566	1	1	0.002317068	0.002317068	GeneticVariation	GAD
B3GALT2	DOID:14330	Parkinson's disease	8707	1	1	0.002317068	0.002317068	GeneticVariation	GAD
IL1RL2	DOID:14330	Parkinson's disease	8808	1	1	0.002317068	0.002317068	GeneticVariation	GAD
AP1M1	DOID:14330	Parkinson's disease	8907	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PHOX2B	DOID:14330	Parkinson's disease	8929	1	1	0.002317068	0.002317068	GeneticVariation	GAD
STBD1	DOID:14330	Parkinson's disease	8987	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HIP1R	DOID:14330	Parkinson's disease	9026	1	1	0.002317068	0.002317068	GeneticVariation	GAD
AIMP1	DOID:14330	Parkinson's disease	9255	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HOMER1	DOID:14330	Parkinson's disease	9456	1	1	0.002317068	0.002317068	GeneticVariation	GAD
RPH3AL	DOID:14330	Parkinson's disease	9501	1	0	0.002317068	0.002317068	GeneticVariation	GAD
GABBR2	DOID:14330	Parkinson's disease	9568	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ULK2	DOID:14330	Parkinson's disease	9706	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ZNF646	DOID:14330	Parkinson's disease	9726	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FRMPD4	DOID:14330	Parkinson's disease	9758	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CTIF	DOID:14330	Parkinson's disease	9811	1	1	0.002317068	0.002317068	GeneticVariation	GAD
KEAP1	DOID:14330	Parkinson's disease	9817	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PLEKHM1	DOID:14330	Parkinson's disease	9842	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SRGAP3	DOID:14330	Parkinson's disease	9901	1	1	0.002317068	0.002317068	GeneticVariation	GAD
KBTBD11	DOID:14330	Parkinson's disease	9920	1	1	0.002317068	0.002317068	GeneticVariation	GAD
GFPT2	DOID:14330	Parkinson's disease	9945	1	1	0.002317068	0.002317068	GeneticVariation	GAD
HDAC6	DOID:14330	Parkinson's disease	10013	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FARP1	DOID:14330	Parkinson's disease	10160	1	1	0.002317068	0.002317068	GeneticVariation	GAD
RNF41	DOID:14330	Parkinson's disease	10193	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PAK4	DOID:14330	Parkinson's disease	10298	1	1	0.002317068	0.002317068	GeneticVariation	GAD
UNC13B	DOID:14330	Parkinson's disease	10497	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CGRRF1	DOID:14330	Parkinson's disease	10668	1	0	0.002317068	0.002317068	GeneticVariation	GAD
RAI1	DOID:14330	Parkinson's disease	10743	1	1	0.002317068	0.002317068	GeneticVariation	GAD
MAPRE2	DOID:14330	Parkinson's disease	10982	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ZWINT	DOID:14330	Parkinson's disease	11130	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CHP1	DOID:14330	Parkinson's disease	11261	1	1	0.002317068	0.002317068	GeneticVariation	GAD
POU6F2	DOID:14330	Parkinson's disease	11281	1	0	0.002317068	0.002317068	GeneticVariation	GAD
RRAS2	DOID:14330	Parkinson's disease	22800	1	1	0.002317068	0.002317068	GeneticVariation	GAD
MRAS	DOID:14330	Parkinson's disease	22808	1	1	0.002317068	0.002317068	GeneticVariation	GAD
AAK1	DOID:14330	Parkinson's disease	22848	1	1	0.002317068	0.002317068	GeneticVariation	GAD
NTNG1	DOID:14330	Parkinson's disease	22854	1	1	0.002317068	0.002317068	GeneticVariation	GAD
RUFY3	DOID:14330	Parkinson's disease	22902	1	1	0.002317068	0.002317068	GeneticVariation	GAD
MMRN1	DOID:14330	Parkinson's disease	22915	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CD93	DOID:14330	Parkinson's disease	22918	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ATF6	DOID:14330	Parkinson's disease	22926	1	1	0.002317068	0.002317068	GeneticVariation	GAD
COLGALT2	DOID:14330	Parkinson's disease	23127	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SYT11	DOID:14330	Parkinson's disease	23208	1	1	0.002317068	0.002317068	GeneticVariation	GAD
VPS8	DOID:14330	Parkinson's disease	23355	1	0	0.002317068	0.002317068	GeneticVariation	GAD
TARDBP	DOID:14330	Parkinson's disease	23435	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ABCA5	DOID:14330	Parkinson's disease	23461	1	0	0.002317068	0.002317068	GeneticVariation	GAD
TBC1D22A	DOID:14330	Parkinson's disease	25771	1	1	0.002317068	0.002317068	GeneticVariation	GAD
LMOD1	DOID:14330	Parkinson's disease	25802	1	1	0.002317068	0.002317068	GeneticVariation	GAD
KIAA1279	DOID:14330	Parkinson's disease	26128	1	0	0.002317068	0.002317068	GeneticVariation	GAD
DGCR5	DOID:14330	Parkinson's disease	26220	1	1	0.002317068	0.002317068	GeneticVariation	GAD
STAP1	DOID:14330	Parkinson's disease	26228	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FBXO3	DOID:14330	Parkinson's disease	26273	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CHORDC1	DOID:14330	Parkinson's disease	26973	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TPK1	DOID:14330	Parkinson's disease	27010	1	1	0.002317068	0.002317068	GeneticVariation	GAD
VPS41	DOID:14330	Parkinson's disease	27072	1	0	0.002317068	0.002317068	GeneticVariation	GAD
STK39	DOID:14330	Parkinson's disease	27347	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CTNNA3	DOID:14330	Parkinson's disease	29119	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ZDHHC8	DOID:14330	Parkinson's disease	29801	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SNX10	DOID:14330	Parkinson's disease	29887	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PDZRN4	DOID:14330	Parkinson's disease	29951	1	1	0.002317068	0.002317068	GeneticVariation	GAD
UBQLN1	DOID:14330	Parkinson's disease	29979	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TNPO2	DOID:14330	Parkinson's disease	30000	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ITSN2	DOID:14330	Parkinson's disease	50618	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TFB1M	DOID:14330	Parkinson's disease	51106	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TRAPPC4	DOID:14330	Parkinson's disease	51399	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PCDH18	DOID:14330	Parkinson's disease	54510	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CNNM2	DOID:14330	Parkinson's disease	54805	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ZNF280D	DOID:14330	Parkinson's disease	54816	1	0	0.002317068	0.002317068	GeneticVariation	GAD
TRPM7	DOID:14330	Parkinson's disease	54822	1	1	0.002317068	0.002317068	GeneticVariation	GAD
BANK1	DOID:14330	Parkinson's disease	55024	1	1	0.002317068	0.002317068	GeneticVariation	GAD
EXD2	DOID:14330	Parkinson's disease	55218	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TMEM55A	DOID:14330	Parkinson's disease	55529	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CDCA7L	DOID:14330	Parkinson's disease	55536	1	1	0.002317068	0.002317068	GeneticVariation	GAD
RNF114	DOID:14330	Parkinson's disease	55905	1	1	0.002317068	0.002317068	GeneticVariation	GAD
BTNL2	DOID:14330	Parkinson's disease	56244	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PMEPA1	DOID:14330	Parkinson's disease	56937	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SLC17A6	DOID:14330	Parkinson's disease	57084	1	1	0.002317068	0.002317068	GeneticVariation	GAD
RAB25	DOID:14330	Parkinson's disease	57111	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PAK7	DOID:14330	Parkinson's disease	57144	1	1	0.002317068	0.002317068	GeneticVariation	GAD
RIC1	DOID:14330	Parkinson's disease	57589	1	1	0.002317068	0.002317068	GeneticVariation	GAD
USP36	DOID:14330	Parkinson's disease	57602	1	1	0.002317068	0.002317068	GeneticVariation	GAD
NYAP2	DOID:14330	Parkinson's disease	57624	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SQRDL	DOID:14330	Parkinson's disease	58472	1	0	0.002317068	0.002317068	GeneticVariation	GAD
RHOU	DOID:14330	Parkinson's disease	58480	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PRDM13	DOID:14330	Parkinson's disease	59336	1	0	0.002317068	0.002317068	GeneticVariation	GAD
NEUROG2	DOID:14330	Parkinson's disease	63973	1	1	0.002317068	0.002317068	GeneticVariation	GAD
NOD2	DOID:14330	Parkinson's disease	64127	1	1	0.002317068	0.002317068	GeneticVariation	GAD
DNAJC1	DOID:14330	Parkinson's disease	64215	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TFB2M	DOID:14330	Parkinson's disease	64216	1	1	0.002317068	0.002317068	GeneticVariation	GAD
CSMD1	DOID:14330	Parkinson's disease	64478	1	0	0.002317068	0.002317068	GeneticVariation	GAD
TMEM108	DOID:14330	Parkinson's disease	66000	1	0	0.002317068	0.002317068	GeneticVariation	GAD
PRRG4	DOID:14330	Parkinson's disease	79056	1	1	0.002317068	0.002317068	GeneticVariation	GAD
EPS8L3	DOID:14330	Parkinson's disease	79574	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ZMAT4	DOID:14330	Parkinson's disease	79698	1	0	0.002317068	0.002317068	GeneticVariation	GAD
ERMP1	DOID:14330	Parkinson's disease	79956	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SEMA6D	DOID:14330	Parkinson's disease	80031	1	0	0.002317068	0.002317068	GeneticVariation	GAD
TAS1R2	DOID:14330	Parkinson's disease	80834	1	1	0.002317068	0.002317068	GeneticVariation	GAD
KIAA1715	DOID:14330	Parkinson's disease	80856	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FAM49A	DOID:14330	Parkinson's disease	81553	1	0	0.002317068	0.002317068	GeneticVariation	GAD
HYI	DOID:14330	Parkinson's disease	81888	1	1	0.002317068	0.002317068	GeneticVariation	GAD
C3orf20	DOID:14330	Parkinson's disease	84077	1	0	0.002317068	0.002317068	GeneticVariation	GAD
CRACR2A	DOID:14330	Parkinson's disease	84766	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TMEM128	DOID:14330	Parkinson's disease	85013	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SLC45A3	DOID:14330	Parkinson's disease	85414	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PKDCC	DOID:14330	Parkinson's disease	91461	1	1	0.002317068	0.002317068	GeneticVariation	GAD
DUSP27	DOID:14330	Parkinson's disease	92235	1	0	0.002317068	0.002317068	GeneticVariation	GAD
ADAMTSL1	DOID:14330	Parkinson's disease	92949	1	1	0.002317068	0.002317068	GeneticVariation	GAD
FTMT	DOID:14330	Parkinson's disease	94033	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TMEM132B	DOID:14330	Parkinson's disease	114795	1	0	0.002317068	0.002317068	GeneticVariation	GAD
SORCS1	DOID:14330	Parkinson's disease	114815	1	0	0.002317068	0.002317068	GeneticVariation	GAD
SFXN2	DOID:14330	Parkinson's disease	118980	1	1	0.002317068	0.002317068	GeneticVariation	GAD
C10orf32	DOID:14330	Parkinson's disease	119032	1	0	0.002317068	0.002317068	GeneticVariation	GAD
CSTL1	DOID:14330	Parkinson's disease	128817	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ACMSD	DOID:14330	Parkinson's disease	130013	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SGCZ	DOID:14330	Parkinson's disease	137868	1	1	0.002317068	0.002317068	GeneticVariation	GAD
TCEAL2	DOID:14330	Parkinson's disease	140597	1	1	0.002317068	0.002317068	GeneticVariation	GAD
MACROD2	DOID:14330	Parkinson's disease	140733	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ISM1	DOID:14330	Parkinson's disease	140862	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SPATA8	DOID:14330	Parkinson's disease	145946	1	1	0.002317068	0.002317068	GeneticVariation	GAD
RBFOX3	DOID:14330	Parkinson's disease	146713	1	0	0.002317068	0.002317068	GeneticVariation	GAD
CRHR1-IT1	DOID:14330	Parkinson's disease	147081	1	1	0.002317068	0.002317068	GeneticVariation	GAD
PM20D1	DOID:14330	Parkinson's disease	148811	1	1	0.002317068	0.002317068	GeneticVariation	GAD
IGSF5	DOID:14330	Parkinson's disease	150084	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ZDHHC8P1	DOID:14330	Parkinson's disease	150244	1	1	0.002317068	0.002317068	GeneticVariation	GAD
ZNF385B	DOID:14330	Parkinson's disease	151126	1	1	0.002317068	0.002317068	GeneticVariation	GAD
SGOL1	DOID:14330	Parkinson's disease	151648	1	0	0.002317068	0.002317068	GeneticVariation	GAD
